userID,game,action,hours_played,genre,metascore,user_score,score
212491485,Dota 2,play,0.1,General,90,65,201.5
138690776,Dota 2,purchase,1.0,General,90,65,201.5
138690776,Dota 2,play,124.0,General,90,65,201.5
217554887,Dota 2,purchase,1.0,General,90,65,201.5
217554887,Dota 2,play,58.0,General,90,65,201.5
106259770,Dota 2,purchase,1.0,General,90,65,201.5
106259770,Dota 2,play,349.0,General,90,65,201.5
303832667,Dota 2,purchase,1.0,General,90,65,201.5
303832667,Dota 2,play,6.1,General,90,65,201.5
262894372,Dota 2,purchase,1.0,General,90,65,201.5
262894372,Dota 2,play,29.0,General,90,65,201.5
215708631,Dota 2,purchase,1.0,General,90,65,201.5
215708631,Dota 2,play,0.6,General,90,65,201.5
243065024,Dota 2,purchase,1.0,General,90,65,201.5
243065024,Dota 2,play,11.5,General,90,65,201.5
166478332,Dota 2,purchase,1.0,General,90,65,201.5
166478332,Dota 2,play,0.3,General,90,65,201.5
309058572,Dota 2,purchase,1.0,General,90,65,201.5
309058572,Dota 2,play,5.2,General,90,65,201.5
176677454,Dota 2,purchase,1.0,General,90,65,201.5
176677454,Dota 2,play,0.6,General,90,65,201.5
179022513,Dota 2,purchase,1.0,General,90,65,201.5
179022513,Dota 2,play,13.9,General,90,65,201.5
237581229,Dota 2,purchase,1.0,General,90,65,201.5
237581229,Dota 2,play,1.7,General,90,65,201.5
290081808,Dota 2,purchase,1.0,General,90,65,201.5
290081808,Dota 2,play,28.0,General,90,65,201.5
143788323,Dota 2,purchase,1.0,General,90,65,201.5
143788323,Dota 2,play,25.0,General,90,65,201.5
218785457,Dota 2,purchase,1.0,General,90,65,201.5
218785457,Dota 2,play,4.0,General,90,65,201.5
299980746,Dota 2,purchase,1.0,General,90,65,201.5
299980746,Dota 2,play,317.0,General,90,65,201.5
166564620,Dota 2,purchase,1.0,General,90,65,201.5
166564620,Dota 2,play,0.3,General,90,65,201.5
219414811,Dota 2,purchase,1.0,General,90,65,201.5
219414811,Dota 2,play,231.0,General,90,65,201.5
184599047,Dota 2,purchase,1.0,General,90,65,201.5
184599047,Dota 2,play,5.6,General,90,65,201.5
298466854,Dota 2,purchase,1.0,General,90,65,201.5
298466854,Dota 2,play,35.0,General,90,65,201.5
135951168,Dota 2,purchase,1.0,General,90,65,201.5
135951168,Dota 2,play,2.5,General,90,65,201.5
191802069,Dota 2,purchase,1.0,General,90,65,201.5
191802069,Dota 2,play,8.7,General,90,65,201.5
189794919,Dota 2,purchase,1.0,General,90,65,201.5
189794919,Dota 2,play,50.0,General,90,65,201.5
201265166,Dota 2,purchase,1.0,General,90,65,201.5
201265166,Dota 2,play,1170.0,General,90,65,201.5
250231163,Dota 2,purchase,1.0,General,90,65,201.5
250231163,Dota 2,play,19.1,General,90,65,201.5
186611336,Dota 2,purchase,1.0,General,90,65,201.5
186611336,Dota 2,play,0.2,General,90,65,201.5
215413462,Dota 2,purchase,1.0,General,90,65,201.5
215413462,Dota 2,play,0.9,General,90,65,201.5
50811344,Dota 2,purchase,1.0,General,90,65,201.5
50811344,Dota 2,play,4335.0,General,90,65,201.5
176551599,Dota 2,purchase,1.0,General,90,65,201.5
176551599,Dota 2,play,0.4,General,90,65,201.5
303789064,Dota 2,purchase,1.0,General,90,65,201.5
303789064,Dota 2,play,2.0,General,90,65,201.5
242713376,Dota 2,purchase,1.0,General,90,65,201.5
242713376,Dota 2,play,0.2,General,90,65,201.5
185743629,Dota 2,purchase,1.0,General,90,65,201.5
185743629,Dota 2,play,5.0,General,90,65,201.5
248254297,Dota 2,purchase,1.0,General,90,65,201.5
248254297,Dota 2,play,1.1,General,90,65,201.5
280096578,Dota 2,purchase,1.0,General,90,65,201.5
280096578,Dota 2,play,30.0,General,90,65,201.5
193923021,Dota 2,purchase,1.0,General,90,65,201.5
193923021,Dota 2,play,4.8,General,90,65,201.5
146022542,Dota 2,purchase,1.0,General,90,65,201.5
146022542,Dota 2,play,1.9,General,90,65,201.5
245323483,Dota 2,purchase,1.0,General,90,65,201.5
245323483,Dota 2,play,0.1,General,90,65,201.5
103890656,Dota 2,purchase,1.0,General,90,65,201.5
103890656,Dota 2,play,706.0,General,90,65,201.5
130470206,Dota 2,purchase,1.0,General,90,65,201.5
130470206,Dota 2,play,4.5,General,90,65,201.5
192531211,Dota 2,purchase,1.0,General,90,65,201.5
192531211,Dota 2,play,2.3,General,90,65,201.5
201895745,Dota 2,purchase,1.0,General,90,65,201.5
201895745,Dota 2,play,0.5,General,90,65,201.5
280832360,Dota 2,purchase,1.0,General,90,65,201.5
280832360,Dota 2,play,318.0,General,90,65,201.5
176796706,Dota 2,purchase,1.0,General,90,65,201.5
176796706,Dota 2,play,2.1,General,90,65,201.5
270787620,Dota 2,purchase,1.0,General,90,65,201.5
270787620,Dota 2,play,0.6,General,90,65,201.5
265337884,Dota 2,purchase,1.0,General,90,65,201.5
265337884,Dota 2,play,123.0,General,90,65,201.5
211159862,Dota 2,purchase,1.0,General,90,65,201.5
211159862,Dota 2,play,244.0,General,90,65,201.5
217472465,Dota 2,purchase,1.0,General,90,65,201.5
217472465,Dota 2,play,7.0,General,90,65,201.5
63098418,Dota 2,purchase,1.0,General,90,65,201.5
63098418,Dota 2,play,2.1,General,90,65,201.5
249735744,Dota 2,purchase,1.0,General,90,65,201.5
249735744,Dota 2,play,1.0,General,90,65,201.5
83975567,Dota 2,purchase,1.0,General,90,65,201.5
83975567,Dota 2,play,318.0,General,90,65,201.5
14465359,Dota 2,purchase,1.0,General,90,65,201.5
14465359,Dota 2,play,57.0,General,90,65,201.5
157899889,Dota 2,purchase,1.0,General,90,65,201.5
157899889,Dota 2,play,0.2,General,90,65,201.5
163308692,Dota 2,purchase,1.0,General,90,65,201.5
163308692,Dota 2,play,1456.0,General,90,65,201.5
130057540,Dota 2,purchase,1.0,General,90,65,201.5
130057540,Dota 2,play,648.0,General,90,65,201.5
63441290,Dota 2,purchase,1.0,General,90,65,201.5
63441290,Dota 2,play,292.0,General,90,65,201.5
186145192,Dota 2,purchase,1.0,General,90,65,201.5
186145192,Dota 2,play,1.3,General,90,65,201.5
175290236,Dota 2,purchase,1.0,General,90,65,201.5
175290236,Dota 2,play,11.2,General,90,65,201.5
131963274,Dota 2,purchase,1.0,General,90,65,201.5
131963274,Dota 2,play,94.0,General,90,65,201.5
207347046,Dota 2,purchase,1.0,General,90,65,201.5
207347046,Dota 2,play,2.8,General,90,65,201.5
304265629,Dota 2,purchase,1.0,General,90,65,201.5
304265629,Dota 2,play,0.6,General,90,65,201.5
165480423,Dota 2,purchase,1.0,General,90,65,201.5
165480423,Dota 2,play,108.0,General,90,65,201.5
266845800,Dota 2,purchase,1.0,General,90,65,201.5
266845800,Dota 2,play,295.0,General,90,65,201.5
215409870,Dota 2,purchase,1.0,General,90,65,201.5
215409870,Dota 2,play,43.0,General,90,65,201.5
185480581,Dota 2,purchase,1.0,General,90,65,201.5
185480581,Dota 2,play,0.6,General,90,65,201.5
189262327,Dota 2,purchase,1.0,General,90,65,201.5
189262327,Dota 2,play,1.5,General,90,65,201.5
217728407,Dota 2,purchase,1.0,General,90,65,201.5
217728407,Dota 2,play,84.0,General,90,65,201.5
302883346,Dota 2,purchase,1.0,General,90,65,201.5
302883346,Dota 2,play,92.0,General,90,65,201.5
199046946,Dota 2,purchase,1.0,General,90,65,201.5
199046946,Dota 2,play,6.8,General,90,65,201.5
301099545,Dota 2,purchase,1.0,General,90,65,201.5
301099545,Dota 2,play,19.6,General,90,65,201.5
194672513,Dota 2,purchase,1.0,General,90,65,201.5
194672513,Dota 2,play,0.8,General,90,65,201.5
158136134,Dota 2,purchase,1.0,General,90,65,201.5
158136134,Dota 2,play,1043.0,General,90,65,201.5
187653547,Dota 2,purchase,1.0,General,90,65,201.5
187653547,Dota 2,play,1.3,General,90,65,201.5
241065891,Dota 2,purchase,1.0,General,90,65,201.5
241065891,Dota 2,play,1.4,General,90,65,201.5
160653177,Dota 2,purchase,1.0,General,90,65,201.5
160653177,Dota 2,play,0.3,General,90,65,201.5
67579257,Dota 2,purchase,1.0,General,90,65,201.5
67579257,Dota 2,play,1.1,General,90,65,201.5
162652854,Dota 2,purchase,1.0,General,90,65,201.5
162652854,Dota 2,play,87.0,General,90,65,201.5
135812174,Dota 2,purchase,1.0,General,90,65,201.5
135812174,Dota 2,play,3.0,General,90,65,201.5
58013959,Dota 2,purchase,1.0,General,90,65,201.5
58013959,Dota 2,play,0.5,General,90,65,201.5
144626100,Dota 2,purchase,1.0,General,90,65,201.5
144626100,Dota 2,play,328.0,General,90,65,201.5
116409449,Dota 2,purchase,1.0,General,90,65,201.5
116409449,Dota 2,play,54.0,General,90,65,201.5
174696597,Dota 2,purchase,1.0,General,90,65,201.5
174696597,Dota 2,play,1.4,General,90,65,201.5
309138595,Dota 2,purchase,1.0,General,90,65,201.5
309138595,Dota 2,play,0.8,General,90,65,201.5
251956525,Dota 2,purchase,1.0,General,90,65,201.5
251956525,Dota 2,play,309.0,General,90,65,201.5
142844201,Dota 2,purchase,1.0,General,90,65,201.5
142844201,Dota 2,play,128.0,General,90,65,201.5
158561350,Dota 2,purchase,1.0,General,90,65,201.5
158561350,Dota 2,play,12.0,General,90,65,201.5
59825286,Dota 2,purchase,1.0,General,90,65,201.5
59825286,Dota 2,play,7.6,General,90,65,201.5
250585628,Dota 2,purchase,1.0,General,90,65,201.5
250585628,Dota 2,play,1.5,General,90,65,201.5
303315809,Dota 2,purchase,1.0,General,90,65,201.5
303315809,Dota 2,play,10.5,General,90,65,201.5
170178539,Dota 2,purchase,1.0,General,90,65,201.5
170178539,Dota 2,play,0.7,General,90,65,201.5
128236624,Dota 2,purchase,1.0,General,90,65,201.5
128236624,Dota 2,play,546.0,General,90,65,201.5
129522238,Dota 2,purchase,1.0,General,90,65,201.5
129522238,Dota 2,play,110.0,General,90,65,201.5
252083412,Dota 2,purchase,1.0,General,90,65,201.5
252083412,Dota 2,play,4.0,General,90,65,201.5
252895155,Dota 2,purchase,1.0,General,90,65,201.5
252895155,Dota 2,play,1.4,General,90,65,201.5
165216496,Dota 2,purchase,1.0,General,90,65,201.5
165216496,Dota 2,play,3.0,General,90,65,201.5
247531299,Dota 2,purchase,1.0,General,90,65,201.5
247531299,Dota 2,play,2.8,General,90,65,201.5
109763455,Dota 2,purchase,1.0,General,90,65,201.5
109763455,Dota 2,play,1564.0,General,90,65,201.5
238821887,Dota 2,purchase,1.0,General,90,65,201.5
238821887,Dota 2,play,592.0,General,90,65,201.5
209917929,Dota 2,purchase,1.0,General,90,65,201.5
209917929,Dota 2,play,0.2,General,90,65,201.5
230924351,Dota 2,purchase,1.0,General,90,65,201.5
230924351,Dota 2,play,6.1,General,90,65,201.5
308202228,Dota 2,purchase,1.0,General,90,65,201.5
308202228,Dota 2,play,24.0,General,90,65,201.5
137588719,Dota 2,purchase,1.0,General,90,65,201.5
137588719,Dota 2,play,0.2,General,90,65,201.5
176177828,Dota 2,purchase,1.0,General,90,65,201.5
176177828,Dota 2,play,0.7,General,90,65,201.5
166228529,Dota 2,purchase,1.0,General,90,65,201.5
166228529,Dota 2,play,39.0,General,90,65,201.5
161816812,Dota 2,purchase,1.0,General,90,65,201.5
161816812,Dota 2,play,511.0,General,90,65,201.5
214662737,Dota 2,purchase,1.0,General,90,65,201.5
214662737,Dota 2,play,0.7,General,90,65,201.5
169225463,Dota 2,purchase,1.0,General,90,65,201.5
169225463,Dota 2,play,164.0,General,90,65,201.5
150746659,Dota 2,purchase,1.0,General,90,65,201.5
150746659,Dota 2,play,1.3,General,90,65,201.5
61070572,Dota 2,purchase,1.0,General,90,65,201.5
61070572,Dota 2,play,1.4,General,90,65,201.5
228475217,Dota 2,purchase,1.0,General,90,65,201.5
228475217,Dota 2,play,0.5,General,90,65,201.5
110776325,Dota 2,purchase,1.0,General,90,65,201.5
110776325,Dota 2,play,580.0,General,90,65,201.5
181000177,Dota 2,purchase,1.0,General,90,65,201.5
181000177,Dota 2,play,5.0,General,90,65,201.5
176411103,Dota 2,purchase,1.0,General,90,65,201.5
176411103,Dota 2,play,2.0,General,90,65,201.5
170912768,Dota 2,purchase,1.0,General,90,65,201.5
170912768,Dota 2,play,7.2,General,90,65,201.5
158974308,Dota 2,purchase,1.0,General,90,65,201.5
158974308,Dota 2,play,53.0,General,90,65,201.5
176354321,Dota 2,purchase,1.0,General,90,65,201.5
176354321,Dota 2,play,0.3,General,90,65,201.5
81170946,Dota 2,purchase,1.0,General,90,65,201.5
81170946,Dota 2,play,24.0,General,90,65,201.5
176306969,Dota 2,purchase,1.0,General,90,65,201.5
176306969,Dota 2,play,13.0,General,90,65,201.5
186766395,Dota 2,purchase,1.0,General,90,65,201.5
186766395,Dota 2,play,3.6,General,90,65,201.5
44314169,Dota 2,purchase,1.0,General,90,65,201.5
44314169,Dota 2,play,8.8,General,90,65,201.5
154787874,Dota 2,purchase,1.0,General,90,65,201.5
154787874,Dota 2,play,26.0,General,90,65,201.5
18149166,Dota 2,purchase,1.0,General,90,65,201.5
18149166,Dota 2,play,989.0,General,90,65,201.5
175948419,Dota 2,purchase,1.0,General,90,65,201.5
175948419,Dota 2,play,249.0,General,90,65,201.5
182326985,Dota 2,purchase,1.0,General,90,65,201.5
182326985,Dota 2,play,0.8,General,90,65,201.5
82268005,Dota 2,purchase,1.0,General,90,65,201.5
82268005,Dota 2,play,16.6,General,90,65,201.5
140725417,Dota 2,purchase,1.0,General,90,65,201.5
140725417,Dota 2,play,73.0,General,90,65,201.5
253813925,Dota 2,purchase,1.0,General,90,65,201.5
253813925,Dota 2,play,2.1,General,90,65,201.5
257044655,Dota 2,purchase,1.0,General,90,65,201.5
257044655,Dota 2,play,140.0,General,90,65,201.5
215589538,Dota 2,purchase,1.0,General,90,65,201.5
215589538,Dota 2,play,1284.0,General,90,65,201.5
63122679,Dota 2,purchase,1.0,General,90,65,201.5
63122679,Dota 2,play,91.0,General,90,65,201.5
219339286,Dota 2,purchase,1.0,General,90,65,201.5
219339286,Dota 2,play,2.0,General,90,65,201.5
211180419,Dota 2,purchase,1.0,General,90,65,201.5
211180419,Dota 2,play,6.1,General,90,65,201.5
167741133,Dota 2,purchase,1.0,General,90,65,201.5
167741133,Dota 2,play,1.4,General,90,65,201.5
78690485,Dota 2,purchase,1.0,General,90,65,201.5
78690485,Dota 2,play,0.3,General,90,65,201.5
208251718,Dota 2,purchase,1.0,General,90,65,201.5
208251718,Dota 2,play,3.7,General,90,65,201.5
114758044,Dota 2,purchase,1.0,General,90,65,201.5
114758044,Dota 2,play,9.0,General,90,65,201.5
214010366,Dota 2,purchase,1.0,General,90,65,201.5
214010366,Dota 2,play,0.4,General,90,65,201.5
183619588,Dota 2,purchase,1.0,General,90,65,201.5
183619588,Dota 2,play,42.0,General,90,65,201.5
83681553,Dota 2,purchase,1.0,General,90,65,201.5
83681553,Dota 2,play,8.4,General,90,65,201.5
186011357,Dota 2,purchase,1.0,General,90,65,201.5
186011357,Dota 2,play,54.0,General,90,65,201.5
164733781,Dota 2,purchase,1.0,General,90,65,201.5
164733781,Dota 2,play,35.0,General,90,65,201.5
196586255,Dota 2,purchase,1.0,General,90,65,201.5
196586255,Dota 2,play,417.0,General,90,65,201.5
164643993,Dota 2,purchase,1.0,General,90,65,201.5
164643993,Dota 2,play,4462.0,General,90,65,201.5
139389564,Dota 2,purchase,1.0,General,90,65,201.5
139389564,Dota 2,play,1.1,General,90,65,201.5
260149777,Dota 2,purchase,1.0,General,90,65,201.5
260149777,Dota 2,play,18.0,General,90,65,201.5
130882834,Dota 2,purchase,1.0,General,90,65,201.5
130882834,Dota 2,play,7765.0,General,90,65,201.5
168365851,Dota 2,purchase,1.0,General,90,65,201.5
168365851,Dota 2,play,1.6,General,90,65,201.5
111422562,Dota 2,purchase,1.0,General,90,65,201.5
111422562,Dota 2,play,1543.0,General,90,65,201.5
184519153,Dota 2,purchase,1.0,General,90,65,201.5
184519153,Dota 2,play,0.2,General,90,65,201.5
179938717,Dota 2,purchase,1.0,General,90,65,201.5
179938717,Dota 2,play,0.7,General,90,65,201.5
141569027,Dota 2,purchase,1.0,General,90,65,201.5
141569027,Dota 2,play,3.6,General,90,65,201.5
205919571,Dota 2,purchase,1.0,General,90,65,201.5
205919571,Dota 2,play,6.1,General,90,65,201.5
210212891,Dota 2,purchase,1.0,General,90,65,201.5
210212891,Dota 2,play,5.0,General,90,65,201.5
76032287,Dota 2,purchase,1.0,General,90,65,201.5
76032287,Dota 2,play,896.0,General,90,65,201.5
103604903,Dota 2,purchase,1.0,General,90,65,201.5
103604903,Dota 2,play,0.3,General,90,65,201.5
153148942,Dota 2,purchase,1.0,General,90,65,201.5
153148942,Dota 2,play,71.0,General,90,65,201.5
224940599,Dota 2,purchase,1.0,General,90,65,201.5
224940599,Dota 2,play,0.3,General,90,65,201.5
160806303,Dota 2,purchase,1.0,General,90,65,201.5
160806303,Dota 2,play,0.2,General,90,65,201.5
258553583,Dota 2,purchase,1.0,General,90,65,201.5
258553583,Dota 2,play,1.7,General,90,65,201.5
144900175,Dota 2,purchase,1.0,General,90,65,201.5
144900175,Dota 2,play,1323.0,General,90,65,201.5
152945749,Dota 2,purchase,1.0,General,90,65,201.5
152945749,Dota 2,play,825.0,General,90,65,201.5
153281729,Dota 2,purchase,1.0,General,90,65,201.5
153281729,Dota 2,play,0.4,General,90,65,201.5
212082446,Dota 2,purchase,1.0,General,90,65,201.5
212082446,Dota 2,play,1.9,General,90,65,201.5
210411109,Dota 2,purchase,1.0,General,90,65,201.5
210411109,Dota 2,play,74.0,General,90,65,201.5
188366796,Dota 2,purchase,1.0,General,90,65,201.5
188366796,Dota 2,play,555.0,General,90,65,201.5
83497449,Dota 2,purchase,1.0,General,90,65,201.5
83497449,Dota 2,play,10.8,General,90,65,201.5
139016142,Dota 2,purchase,1.0,General,90,65,201.5
139016142,Dota 2,play,5.1,General,90,65,201.5
150793375,Dota 2,purchase,1.0,General,90,65,201.5
150793375,Dota 2,play,7.7,General,90,65,201.5
50818751,Dota 2,purchase,1.0,General,90,65,201.5
50818751,Dota 2,play,1603.0,General,90,65,201.5
162086115,Dota 2,purchase,1.0,General,90,65,201.5
162086115,Dota 2,play,1.1,General,90,65,201.5
219822826,Dota 2,purchase,1.0,General,90,65,201.5
219822826,Dota 2,play,0.5,General,90,65,201.5
240482294,Dota 2,purchase,1.0,General,90,65,201.5
240482294,Dota 2,play,1.5,General,90,65,201.5
198621754,Dota 2,purchase,1.0,General,90,65,201.5
198621754,Dota 2,play,5.7,General,90,65,201.5
292989657,Dota 2,purchase,1.0,General,90,65,201.5
292989657,Dota 2,play,0.7,General,90,65,201.5
308925132,Dota 2,purchase,1.0,General,90,65,201.5
308925132,Dota 2,play,3.8,General,90,65,201.5
192822732,Dota 2,purchase,1.0,General,90,65,201.5
192822732,Dota 2,play,0.2,General,90,65,201.5
176414861,Dota 2,purchase,1.0,General,90,65,201.5
176414861,Dota 2,play,1746.0,General,90,65,201.5
209025362,Dota 2,purchase,1.0,General,90,65,201.5
209025362,Dota 2,play,9.4,General,90,65,201.5
185247516,Dota 2,purchase,1.0,General,90,65,201.5
185247516,Dota 2,play,0.1,General,90,65,201.5
97551807,Dota 2,purchase,1.0,General,90,65,201.5
97551807,Dota 2,play,1.0,General,90,65,201.5
112700700,Dota 2,purchase,1.0,General,90,65,201.5
112700700,Dota 2,play,5.5,General,90,65,201.5
11807754,Dota 2,purchase,1.0,General,90,65,201.5
11807754,Dota 2,play,63.0,General,90,65,201.5
150326378,Dota 2,purchase,1.0,General,90,65,201.5
150326378,Dota 2,play,1.8,General,90,65,201.5
284526944,Dota 2,purchase,1.0,General,90,65,201.5
284526944,Dota 2,play,178.0,General,90,65,201.5
205439135,Dota 2,purchase,1.0,General,90,65,201.5
205439135,Dota 2,play,2.0,General,90,65,201.5
58905429,Dota 2,purchase,1.0,General,90,65,201.5
58905429,Dota 2,play,1.3,General,90,65,201.5
162894582,Dota 2,purchase,1.0,General,90,65,201.5
162894582,Dota 2,play,3.2,General,90,65,201.5
138725344,Dota 2,purchase,1.0,General,90,65,201.5
138725344,Dota 2,play,0.7,General,90,65,201.5
119430691,Dota 2,purchase,1.0,General,90,65,201.5
119430691,Dota 2,play,877.0,General,90,65,201.5
187545648,Dota 2,purchase,1.0,General,90,65,201.5
187545648,Dota 2,play,519.0,General,90,65,201.5
263470824,Dota 2,purchase,1.0,General,90,65,201.5
263470824,Dota 2,play,5.5,General,90,65,201.5
51822361,Dota 2,purchase,1.0,General,90,65,201.5
51822361,Dota 2,play,329.0,General,90,65,201.5
250549171,Dota 2,purchase,1.0,General,90,65,201.5
250549171,Dota 2,play,0.3,General,90,65,201.5
236068797,Dota 2,purchase,1.0,General,90,65,201.5
236068797,Dota 2,play,4.4,General,90,65,201.5
149931915,Dota 2,purchase,1.0,General,90,65,201.5
149931915,Dota 2,play,10.6,General,90,65,201.5
205392512,Dota 2,purchase,1.0,General,90,65,201.5
205392512,Dota 2,play,6.9,General,90,65,201.5
125016435,Dota 2,purchase,1.0,General,90,65,201.5
125016435,Dota 2,play,0.6,General,90,65,201.5
188665937,Dota 2,purchase,1.0,General,90,65,201.5
188665937,Dota 2,play,74.0,General,90,65,201.5
283710888,Dota 2,purchase,1.0,General,90,65,201.5
283710888,Dota 2,play,8.0,General,90,65,201.5
212502033,Dota 2,purchase,1.0,General,90,65,201.5
212502033,Dota 2,play,54.0,General,90,65,201.5
144103384,Dota 2,purchase,1.0,General,90,65,201.5
144103384,Dota 2,play,447.0,General,90,65,201.5
179267280,Dota 2,purchase,1.0,General,90,65,201.5
179267280,Dota 2,play,12.0,General,90,65,201.5
60608576,Dota 2,purchase,1.0,General,90,65,201.5
60608576,Dota 2,play,8.5,General,90,65,201.5
167343650,Dota 2,purchase,1.0,General,90,65,201.5
167343650,Dota 2,play,99.0,General,90,65,201.5
26762388,Dota 2,purchase,1.0,General,90,65,201.5
26762388,Dota 2,play,235.0,General,90,65,201.5
196677424,Dota 2,purchase,1.0,General,90,65,201.5
196677424,Dota 2,play,16.6,General,90,65,201.5
114030647,Dota 2,purchase,1.0,General,90,65,201.5
114030647,Dota 2,play,2380.0,General,90,65,201.5
143669656,Dota 2,purchase,1.0,General,90,65,201.5
143669656,Dota 2,play,1.1,General,90,65,201.5
135156563,Dota 2,purchase,1.0,General,90,65,201.5
135156563,Dota 2,play,15.3,General,90,65,201.5
129634406,Dota 2,purchase,1.0,General,90,65,201.5
129634406,Dota 2,play,145.0,General,90,65,201.5
164761364,Dota 2,purchase,1.0,General,90,65,201.5
164761364,Dota 2,play,3.1,General,90,65,201.5
151470260,Dota 2,purchase,1.0,General,90,65,201.5
151470260,Dota 2,play,10.7,General,90,65,201.5
102606653,Dota 2,purchase,1.0,General,90,65,201.5
102606653,Dota 2,play,679.0,General,90,65,201.5
186517004,Dota 2,purchase,1.0,General,90,65,201.5
186517004,Dota 2,play,0.5,General,90,65,201.5
230405922,Dota 2,purchase,1.0,General,90,65,201.5
230405922,Dota 2,play,0.9,General,90,65,201.5
148246305,Dota 2,purchase,1.0,General,90,65,201.5
148246305,Dota 2,play,252.0,General,90,65,201.5
151353081,Dota 2,purchase,1.0,General,90,65,201.5
151353081,Dota 2,play,1.9,General,90,65,201.5
213793062,Dota 2,purchase,1.0,General,90,65,201.5
213793062,Dota 2,play,1.9,General,90,65,201.5
114324869,Dota 2,purchase,1.0,General,90,65,201.5
114324869,Dota 2,play,192.0,General,90,65,201.5
172452539,Dota 2,purchase,1.0,General,90,65,201.5
172452539,Dota 2,play,1.3,General,90,65,201.5
169953184,Dota 2,purchase,1.0,General,90,65,201.5
169953184,Dota 2,play,18.0,General,90,65,201.5
183804269,Dota 2,purchase,1.0,General,90,65,201.5
183804269,Dota 2,play,144.0,General,90,65,201.5
252352661,Dota 2,purchase,1.0,General,90,65,201.5
252352661,Dota 2,play,0.9,General,90,65,201.5
308378702,Dota 2,purchase,1.0,General,90,65,201.5
308378702,Dota 2,play,9.8,General,90,65,201.5
189377245,Dota 2,purchase,1.0,General,90,65,201.5
189377245,Dota 2,play,1.7,General,90,65,201.5
168985094,Dota 2,purchase,1.0,General,90,65,201.5
168985094,Dota 2,play,40.0,General,90,65,201.5
297536213,Dota 2,purchase,1.0,General,90,65,201.5
297536213,Dota 2,play,0.8,General,90,65,201.5
208664547,Dota 2,purchase,1.0,General,90,65,201.5
208664547,Dota 2,play,1.7,General,90,65,201.5
299797806,Dota 2,purchase,1.0,General,90,65,201.5
299797806,Dota 2,play,96.0,General,90,65,201.5
270303324,Dota 2,purchase,1.0,General,90,65,201.5
270303324,Dota 2,play,2.8,General,90,65,201.5
185613296,Dota 2,purchase,1.0,General,90,65,201.5
185613296,Dota 2,play,0.1,General,90,65,201.5
215491946,Dota 2,purchase,1.0,General,90,65,201.5
215491946,Dota 2,play,24.0,General,90,65,201.5
81591317,Dota 2,purchase,1.0,General,90,65,201.5
81591317,Dota 2,play,86.0,General,90,65,201.5
148362155,Dota 2,purchase,1.0,General,90,65,201.5
148362155,Dota 2,play,1287.0,General,90,65,201.5
166590150,Dota 2,purchase,1.0,General,90,65,201.5
166590150,Dota 2,play,4.1,General,90,65,201.5
198081354,Dota 2,purchase,1.0,General,90,65,201.5
198081354,Dota 2,play,11.3,General,90,65,201.5
43160799,Dota 2,purchase,1.0,General,90,65,201.5
43160799,Dota 2,play,1.5,General,90,65,201.5
176445735,Dota 2,purchase,1.0,General,90,65,201.5
176445735,Dota 2,play,127.0,General,90,65,201.5
206536991,Dota 2,purchase,1.0,General,90,65,201.5
206536991,Dota 2,play,300.0,General,90,65,201.5
171830903,Dota 2,purchase,1.0,General,90,65,201.5
171830903,Dota 2,play,0.4,General,90,65,201.5
25539892,Dota 2,purchase,1.0,General,90,65,201.5
25539892,Dota 2,play,2.3,General,90,65,201.5
287270696,Dota 2,purchase,1.0,General,90,65,201.5
287270696,Dota 2,play,267.0,General,90,65,201.5
298402690,Dota 2,purchase,1.0,General,90,65,201.5
298402690,Dota 2,play,5.4,General,90,65,201.5
236427707,Dota 2,purchase,1.0,General,90,65,201.5
236427707,Dota 2,play,627.0,General,90,65,201.5
202011768,Dota 2,purchase,1.0,General,90,65,201.5
202011768,Dota 2,play,1.7,General,90,65,201.5
202014107,Dota 2,purchase,1.0,General,90,65,201.5
202014107,Dota 2,play,21.0,General,90,65,201.5
235874009,Dota 2,purchase,1.0,General,90,65,201.5
235874009,Dota 2,play,2.7,General,90,65,201.5
221657386,Dota 2,purchase,1.0,General,90,65,201.5
221657386,Dota 2,play,6.8,General,90,65,201.5
187655755,Dota 2,purchase,1.0,General,90,65,201.5
187655755,Dota 2,play,5.2,General,90,65,201.5
91035793,Dota 2,purchase,1.0,General,90,65,201.5
91035793,Dota 2,play,13.5,General,90,65,201.5
150909485,Dota 2,purchase,1.0,General,90,65,201.5
150909485,Dota 2,play,13.9,General,90,65,201.5
197275508,Dota 2,purchase,1.0,General,90,65,201.5
197275508,Dota 2,play,0.2,General,90,65,201.5
246839897,Dota 2,purchase,1.0,General,90,65,201.5
246839897,Dota 2,play,7.8,General,90,65,201.5
183801719,Dota 2,purchase,1.0,General,90,65,201.5
183801719,Dota 2,play,515.0,General,90,65,201.5
245775672,Dota 2,purchase,1.0,General,90,65,201.5
245775672,Dota 2,play,5.7,General,90,65,201.5
183241744,Dota 2,purchase,1.0,General,90,65,201.5
183241744,Dota 2,play,1.5,General,90,65,201.5
256896099,Dota 2,purchase,1.0,General,90,65,201.5
256896099,Dota 2,play,908.0,General,90,65,201.5
112849197,Dota 2,purchase,1.0,General,90,65,201.5
112849197,Dota 2,play,620.0,General,90,65,201.5
255211217,Dota 2,purchase,1.0,General,90,65,201.5
255211217,Dota 2,play,2.0,General,90,65,201.5
